filingtype,page,link,cmte,office,period,year,draft
campaign,16,/scan_image/EFS_PDFFiles_prod/CAN_04_170_2426_O_0_1.pdf,Committee to Elect Laurent Ross,"Ross, Laurent",August 10th Report,2004,Original
campaign,16,/scan_image/EFS_PDFFiles_prod/CAN_04_177_2426_O_0_1.pdf,Committee to Elect Laurent Ross,"Ross, Laurent",8 Day Pre Primary Election report,2004,Original
campaign,16,/scan_image/EFS_PDFFiles_prod/CAN_04_177_2372_O_0_1.pdf,Committee to Re-Elect Carol Schwartz,"Schwartz, Carol",8 Day Pre Primary Election report,2004,Original
campaign,16,/scan_image/EFS_PDFFiles_prod/CAN_04_175_2372_O_0_1.pdf,Committee to Re-Elect Carol Schwartz,"Schwartz, Carol",December 10th Report,2004,Original
campaign,16,/scan_image/EFS_PDFFiles_prod/CAN_04_173_2372_A_1_1.pdf,Committee to Re-Elect Carol Schwartz,"Schwartz, Carol",October 10th Report,2004,Amendment 1
campaign,16,/scan_image/EFS_PDFFiles_prod/CAN_04_179_2372_O_0_1.pdf,Committee to Re-Elect Carol Schwartz,"Schwartz, Carol",8 Day Pre General Election Report,2004,Original
campaign,16,/scan_image/EFS_PDFFiles_prod/CAN_04_247_2372_O_0_1.pdf,Committee to Re-Elect Carol Schwartz,"Schwartz, Carol",24 Hour Report (General),2004,Original
campaign,16,/scan_image/EFS_PDFFiles_prod/CAN_04_170_2372_O_0_1.pdf,Committee to Re-Elect Carol Schwartz,"Schwartz, Carol",August 10th Report,2004,Original
campaign,17,/scan_image/EFS_PDFFiles_prod/CAN_04_173_2372_O_0_1.pdf,Committee to Re-Elect Carol Schwartz,"Schwartz, Carol",October 10th Report,2004,Original
campaign,17,/scan_image/EFS_PDFFiles_prod/CAN_04_182_426_O_0_1.pdf,Carol Schwartz for Mayor Committee,"Schwartz, Carol",Termination Report,2004,Original
campaign,17,/scan_image/EFS_PDFFiles_prod/CAN_04_160_426_O_0_1.pdf,Carol Schwartz for Mayor Committee,"Schwartz, Carol",January 31st Report,2004,Original
campaign,17,/pdf_files/EFS_generated/CAN_04_182_2262_O_0_1.pdf,"""SS"" for Ward 8 City Council","Seegars, Sandra",Termination Report,2004,Original
campaign,17,/scan_image/EFS_PDFFiles_prod/CAN_04_179_2262_O_0_1.pdf,"""SS"" for Ward 8 City Council","Seegars, Sandra",8 Day Pre General Election Report,2004,Original
campaign,17,/scan_image/EFS_PDFFiles_prod/CAN_04_166_2262_O_0_1.pdf,&quot;SS&quot; for Ward 8 City Council,"Seegars, Sandra",June 10th Report,2004,Original
campaign,17,/scan_image/EFS_PDFFiles_prod/CAN_04_173_2262_A_1_1.pdf,"""SS"" for Ward 8 City Council","Seegars, Sandra",October 10th Report,2004,Amendment 1
campaign,17,/scan_image/EFS_PDFFiles_prod/CAN_04_170_2262_O_0_1.pdf,&quot;SS&quot; for Ward 8 City Council,"Seegars, Sandra",August 10th Report,2004,Original
campaign,17,/scan_image/EFS_PDFFiles_prod/CAN_04_173_2262_O_0_1.pdf,&quot;SS&quot; for Ward 8 City Council,"Seegars, Sandra",October 10th Report,2004,Original
campaign,17,/scan_image/EFS_PDFFiles_prod/CAN_04_166_2262_A_1_1.pdf,&quot;SS&quot; for Ward 8 City Council,"Seegars, Sandra",June 10th Report,2004,Amendment 1
campaign,18,/scan_image/EFS_PDFFiles_prod/CAN_04_179_2527_O_0_1.pdf,Committee to Elect Dwight E. Singleton,"Singleton, Dwight",8 Day Pre General Election Report,2004,Original
campaign,18,/scan_image/EFS_PDFFiles_prod/CAN_04_182_2527_O_0_1.pdf,Committee to Elect Dwight E. Singleton,"Singleton, Dwight",Termination Report,2004,Original
campaign,18,/scan_image/EFS_PDFFiles_prod/CAN_04_173_2527_O_0_1.pdf,Committee to Elect Dwight E. Singleton,"Singleton, Dwight",October 10th Report,2004,Original
campaign,18,/scan_image/EFS_PDFFiles_prod/CAN_04_170_2517_O_0_1.pdf,Campaign to Elect Jeff Smith,"Smith, Jeff",August 10th Report,2004,Original
campaign,18,/scan_image/EFS_PDFFiles_prod/CAN_04_179_2517_O_0_1.pdf,Campaign to Elect Jeff Smith,"Smith, Jeff",8 Day Pre General Election Report,2004,Original
campaign,18,/scan_image/EFS_PDFFiles_prod/CAN_04_173_2517_O_0_1.pdf,Campaign to Elect Jeff Smith,"Smith, Jeff",October 10th Report,2004,Original
campaign,18,/scan_image/EFS_PDFFiles_prod/CAN_04_175_2517_O_0_1.pdf,Campaign to Elect Jeff Smith,"Smith, Jeff",December 10th Report,2004,Original
campaign,18,/pdf_files/EFS_generated/CAN_04_160_40_O_0_1.pdf,STRAUSS DEMS 2000,"Strauss, Paul",January 31st Report,2004,Original
campaign,18,/pdf_files/EFS_generated/CAN_04_168_40_O_0_1.pdf,STRAUSS DEMS 2000,"Strauss, Paul",July 31st Report,2004,Original
campaign,18,/scan_image/EFS_PDFFiles_prod/CAN_04_168_37_O_0_1.pdf,Committee to Elect Harry L. Thomas,"Thomas, Harry",July 31st Report,2004,Original
campaign,19,/scan_image/EFS_PDFFiles_prod/CAN_04_177_2333_O_0_1.pdf,Tingling-Clemmons for Council,"Tingling Clemmons, Michele",8 Day Pre Primary Election report,2004,Original
campaign,19,/scan_image/EFS_PDFFiles_prod/CAN_04_179_2333_O_0_1.pdf,Tingling-Clemmons for Council,"Tingling Clemmons, Michele",8 Day Pre General Election Report,2004,Original
campaign,19,/scan_image/EFS_PDFFiles_prod/CAN_04_170_2333_O_0_1.pdf,Tingling-Clemmons for Council,"Tingling Clemmons, Michele",August 10th Report,2004,Original
campaign,19,/scan_image/EFS_PDFFiles_prod/CAN_04_175_2333_O_0_1.pdf,Tingling-Clemmons for Council,"Tingling Clemmons, Michele",December 10th Report,2004,Original
campaign,19,/scan_image/EFS_PDFFiles_prod/CAN_04_182_2333_O_0_1.pdf,Tingling-Clemmons for Council,"Tingling Clemmons, Michele",Termination Report,2004,Original
campaign,19,/scan_image/EFS_PDFFiles_prod/CAN_04_175_2331_O_0_1.pdf,Tolson for City Council,"Tolson, Jerod",December 10th Report,2004,Original
campaign,19,/scan_image/EFS_PDFFiles_prod/CAN_04_173_2331_O_0_1.pdf,Tolson for City Council,"Tolson, Jerod",October 10th Report,2004,Original
campaign,19,/scan_image/EFS_PDFFiles_prod/CAN_04_177_2331_O_0_1.pdf,Tolson for City Council,"Tolson, Jerod",8 Day Pre Primary Election report,2004,Original
campaign,19,/scan_image/EFS_PDFFiles_prod/CAN_04_168_34_O_0_1.pdf,Committee to Re-elect Tony Williams,"Williams, Anthony",July 31st Report,2004,Original
campaign,19,/scan_image/EFS_PDFFiles_prod/CAN_04_160_34_O_0_1.pdf,Committee to Re-elect Tony Williams,"Williams, Anthony",January 31st Report,2004,Original
campaign,1,/scan_image/EFS_PDFFiles_prod/CAN_05_168_3_O_0_1.pdf,Committee to Re-Elect Sandy Allen,"Allen, Sandra",July 31st Report,2005,Original
campaign,1,/scan_image/EFS_PDFFiles_prod/CAN_05_160_2260_O_0_1.pdf,Committee to Re-Elect Sandy Allen 04,"Allen, Sandra",January 31st Report,2005,Original
campaign,1,/scan_image/EFS_PDFFiles_prod/CAN_05_168_2260_O_0_1.pdf,Committee to Re-Elect Sandy Allen 04,"Allen, Sandra",July 31st Report,2005,Original
campaign,1,/pdf_files/EFS_generated/PCC_05_168_2385_A_2_1.pdf,Barry for Ward 8 Council ,"Barry, Marion",July 31st Report,2005,Amendment 2
campaign,1,/scan_image/EFS_PDFFiles_prod/CAN_05_160_2385_A_1_1.pdf,Barry for Ward 8 Council,"Barry, Marion",January 31st Report,2005,Amendment 1
campaign,1,/pdf_files/EFS_generated/CAN_05_168_2385_A_1_1.pdf,Barry for Ward 8 Council,"Barry, Marion",July 31st Report,2005,Amendment 1
campaign,1,/scan_image/EFS_PDFFiles_prod/CAN_05_173_2385_A_1_2.pdf,Barry for Ward 8 Council,"Barry, Marion",October 10th Report,2005,Amendment 1
campaign,1,/scan_image/EFS_PDFFiles_prod/CAN_05_179_2385_A_1_3.pdf,Barry for Ward 8 Council,"Barry, Marion",8 Day Pre General Election Report,2005,Amendment 1
campaign,1,/scan_image/EFS_PDFFiles_prod/CAN_05_160_2385_O_0_1.pdf,Barry for Ward 8 Council,"Barry, Marion",January 31st Report,2005,Original
campaign,1,/pdf_files/EFS_generated/CAN_05_168_2385_O_0_1.pdf,Barry for Ward 8 Council,"Barry, Marion",July 31st Report,2005,Original
campaign,2,/scan_image/EFS_PDFFiles_prod/CAN_05_168_2830_A_1_1.pdf,Bolden 2006 DC Council Member at Large,"Bolden, A. Scott",July 31st Report,2005,Amendment 1
campaign,2,/scan_image/EFS_PDFFiles_prod/CAN_05_168_2830_O_0_1.pdf,Bolden 2006 DC Council Member at Large,"Bolden, A. Scott",July 31st Report,2005,Original
campaign,2,/pdf_files/EFS_generated/CAN_05_168_2815_A_1_1.pdf,Committee to Elect David Bowers,"Bowers, David",July 31st Report,2005,Amendment 1
campaign,2,/scan_image/EFS_PDFFiles_prod/CAN_05_168_2815_O_0_1.pdf,Committee to Elect David Bowers,"Bowers, David",July 31st Report,2005,Original
campaign,2,/pdf_files/EFS_generated/PCC_05_182_2815_A_1_1.pdf,Committee to Elect David Bowers,"Bowers, David",Termination Report,2005,Amendment 1
campaign,2,/pdf_files/EFS_generated/CAN_05_182_2815_O_0_1.pdf,Committee to Elect David Bowers,"Bowers, David",Termination Report,2005,Original
campaign,2,/scan_image/EFS_PDFFiles_prod/CAN_05_168_1572_O_0_1.pdf,Brazil 2004 Committee,"Brazil, Harold",July 31st Report,2005,Original
campaign,2,/scan_image/EFS_PDFFiles_prod/CAN_05_160_1572_O_0_1.pdf,Brazil 2004 Committee,"Brazil, Harold",January 31st Report,2005,Original
campaign,2,/pdf_files/EFS_generated/CAN_05_160_1931_O_0_1.pdf,Committee to Elect Sam Brooks,"Brooks, Sam",January 31st Report,2005,Original
campaign,2,/pdf_files/EFS_generated/CAN_05_182_1931_O_0_1.pdf,Committee to Elect Sam Brooks,"Brooks, Sam",Termination Report,2005,Original
campaign,3,/scan_image/EFS_PDFFiles_prod/CAN_05_168_1672_O_0_1.pdf,Committee to Elect Kwame R Brown,"Brown, Kwame",July 31st Report,2005,Original
campaign,3,/scan_image/EFS_PDFFiles_prod/CAN_05_160_1672_O_0_1.pdf,Committee to Elect Kwame R Brown,"Brown, Kwame",January 31st Report,2005,Original
campaign,3,/pdf_files/EFS_generated/CAN_05_160_1672_A_1_1.pdf,Committee to Elect Kwame R Brown,"Brown, Kwame",January 31st Report,2005,Amendment 1
campaign,3,/pdf_files/EFS_generated/CAN_05_182_2436_O_0_1.pdf,Committee To Elect Marilyn Tyler Brown,"Brown, Marilyn",Termination Report,2005,Original
campaign,3,/scan_image/EFS_PDFFiles_prod/CAN_05_182_2436_O_0_3.pdf,Committee To Elect Marilyn Tyler Brown,"Brown, Marilyn",Termination Report,2005,Original
campaign,3,/scan_image/EFS_PDFFiles_prod/CAN_05_160_2436_O_0_1.pdf,Committee To Elect Marilyn Tyler Brown,"Brown, Marilyn",January 31st Report,2005,Original
campaign,3,/scan_image/EFS_PDFFiles_prod/CAN_05_160_26_O_0_1.pdf,Committee to Re-Elect Ray Browne,"Browne, Ray",January 31st Report,2005,Original
campaign,3,/scan_image/EFS_PDFFiles_prod/CAN_05_182_26_O_0_1.pdf,Committee to Re-Elect Ray Browne,"Browne, Ray",Termination Report,2005,Original
campaign,3,/scan_image/EFS_PDFFiles_prod/CAN_05_160_2536_O_0_1.pdf,Running Against Bush DC Slate,"Bush, Running Against",January 31st Report,2005,Original
campaign,3,/scan_image/EFS_PDFFiles_prod/CAN_05_160_1615_O_0_1.pdf,Committee to Re-Elect Kevin P. Chavous,"Chavous, Kevin",January 31st Report,2005,Original
campaign,4,/pdf_files/EFS_generated/CAN_05_160_29_O_0_1.pdf,Ward-6 Citizens for Croft,"Croft, Howard",January 31st Report,2005,Original
campaign,4,/scan_image/EFS_PDFFiles_prod/CAN_05_168_29_O_0_1.pdf,Ward-6 Citizens for Croft,"Croft, Howard",July 31st Report,2005,Original
campaign,4,/pdf_files/EFS_generated/PCC_05_182_2885_O_0_1.pdf,Citizens to Elect Linda Cropp Mayor,"Cropp, Linda",Termination Report,2005,Original
campaign,4,/pdf_files/EFS_generated/CAN_05_182_2405_O_0_1.pdf,Committee to Elect Tom Dawson,"Dawson, Thomas",Termination Report,2005,Original
campaign,4,/pdf_files/EFS_generated/CAN_05_182_2405_A_1_1.pdf,Committee to Elect Tom Dawson,"Dawson, Thomas",Termination Report,2005,Amendment 1
campaign,4,/pdf_files/EFS_generated/CAN_05_160_2243_O_0_1.pdf,Doe for Senate,"Doe, John",January 31st Report,2005,Original
campaign,4,/pdf_files/EFS_generated/CAN_05_168_2243_O_0_1.pdf,Doe for Senate,"Doe, John",July 31st Report,2005,Original
campaign,4,/pdf_files/EFS_generated/CAN_05_160_1685_A_1_1.pdf,Evans 2004,"Evans, Jack",January 31st Report,2005,Amendment 1
campaign,4,/pdf_files/EFS_generated/CAN_05_182_1685_O_0_1.pdf,Evans 2004,"Evans, Jack",Termination Report,2005,Original
campaign,4,/scan_image/EFS_PDFFiles_prod/CAN_05_160_1685_O_0_1.pdf,Evans 2004,"Evans, Jack",January 31st Report,2005,Original
campaign,5,/scan_image/EFS_PDFFiles_prod/CAN_05_182_1450_O_0_1.pdf,Fenty 2004 Re-Election Committee,"Fenty, Adrian",Termination Report,2005,Original
campaign,5,/scan_image/EFS_PDFFiles_prod/CAN_05_160_1450_O_0_1.pdf,Fenty 2004 Re-Election Committee,"Fenty, Adrian",January 31st Report,2005,Original
campaign,5,/scan_image/EFS_PDFFiles_prod/CAN_05_168_2816_O_0_1.pdf,Fenty 2006,"Fenty, Adrian",July 31st Report,2005,Original
campaign,5,/scan_image/EFS_PDFFiles_prod/CAN_05_160_2263_A_2_1.pdf,Committee to Elect Vincent Gray,"Gray, Vincent",January 31st Report,2005,Amendment 2
campaign,5,/scan_image/EFS_PDFFiles_prod/CAN_05_160_2263_A_1_1.pdf,Committee to Elect Vincent Gray,"Gray, Vincent",January 31st Report,2005,Amendment 1
campaign,5,/scan_image/EFS_PDFFiles_prod/CAN_05_160_2263_O_0_1.pdf,Committee to Elect Vincent Gray,"Gray, Vincent",January 31st Report,2005,Original
campaign,5,/scan_image/EFS_PDFFiles_prod/CAN_05_182_2263_O_0_1.pdf,Committee to Elect Vincent Gray,"Gray, Vincent",Termination Report,2005,Original
campaign,5,/scan_image/EFS_PDFFiles_prod/CAN_05_182_2263_A_1_1.pdf,Committee to Elect Vincent Gray,"Gray, Vincent",Termination Report,2005,Amendment 1
campaign,5,/scan_image/EFS_PDFFiles_prod/CAN_05_168_2263_O_0_1.pdf,Committee to Elect Vincent Gray,"Gray, Vincent",July 31st Report,2005,Original
campaign,5,/scan_image/EFS_PDFFiles_prod/CAN_05_182_2306_O_0_1.pdf,Committee to Elect Almetia Hairston Hamilton,"Hairston Hamilton, Almetia",Termination Report,2005,Original
campaign,6,/pdf_files/EFS_generated/CAN_05_160_2306_O_0_1.pdf,Committee to Elect Almetia Hairston Hamilton,"Hairston Hamilton, Almetia",January 31st Report,2005,Original
campaign,6,/scan_image/EFS_PDFFiles_prod/CAN_05_160_2306_A_1_1.pdf,Committee to Elect Almetia Hairston Hamilton,"Hairston Hamilton, Almetia",January 31st Report,2005,Amendment 1
campaign,6,/scan_image/EFS_PDFFiles_prod/CAN_05_168_2306_O_0_1.pdf,Committee to Elect Almetia Hairston Hamilton,"Hairston Hamilton, Almetia",July 31st Report,2005,Original
campaign,6,/scan_image/EFS_PDFFiles_prod/CAN_05_182_2269_O_0_1.pdf,The People's Campaign,"Jackson, Mary",Termination Report,2005,Original
campaign,6,/pdf_files/EFS_generated/CAN_05_182_2428_O_0_1.pdf,Keller for Kids Committee,"Keller, Keenan",Termination Report,2005,Original
campaign,6,/scan_image/EFS_PDFFiles_prod/CAN_05_175_2428_A_1_2.pdf,Keller for Kids Committee,"Keller, Keenan",December 10th Report,2005,Amendment 1
campaign,6,/scan_image/EFS_PDFFiles_prod/CAN_05_173_2428_O_0_1.pdf,Keller for Kids Committee,"Keller, Keenan",October 10th Report,2005,Original
campaign,6,/scan_image/EFS_PDFFiles_prod/CAN_05_173_2428_A_1_2.pdf,Keller for Kids Committee,"Keller, Keenan",October 10th Report,2005,Amendment 1
campaign,6,/scan_image/EFS_PDFFiles_prod/CAN_05_179_2428_A_1_3.pdf,Keller for Kids Committee,"Keller, Keenan",8 Day Pre General Election Report,2005,Amendment 1
campaign,6,/scan_image/EFS_PDFFiles_prod/CAN_05_175_2428_O_0_2.pdf,Keller for Kids Committee,"Keller, Keenan",December 10th Report,2005,Original
campaign,7,/pdf_files/EFS_generated/CAN_05_160_2428_O_0_1.pdf,Keller for Kids Committee,"Keller, Keenan",January 31st Report,2005,Original
campaign,7,/scan_image/EFS_PDFFiles_prod/CAN_05_182_2428_O_0_2.pdf,Keller for Kids Committee,"Keller, Keenan",Termination Report,2005,Original
campaign,7,/scan_image/EFS_PDFFiles_prod/CAN_05_175_2428_A_1_1.pdf,Keller for Kids Committee,"Keller, Keenan",December 10th Report,2005,Amendment 1
campaign,7,/scan_image/EFS_PDFFiles_prod/CAN_05_160_24_O_0_1.pdf,Kinch for Mayor,"Kinch, Tricia",January 31st Report,2005,Original
campaign,7,/scan_image/EFS_PDFFiles_prod/CAN_05_168_24_O_0_1.pdf,Kinch for Mayor,"Kinch, Tricia",July 31st Report,2005,Original
campaign,7,/pdf_files/EFS_generated/CAN_05_182_2525_O_0_1.pdf,Committee to Elect Laura McGiffert Slover,"McGiffert Slover, Laura",Termination Report,2005,Original
campaign,7,/scan_image/EFS_PDFFiles_prod/CAN_05_160_2525_O_0_1.pdf,Committee to Elect Laura McGiffert Slover,"McGiffert Slover, Laura",January 31st Report,2005,Original
campaign,7,/scan_image/EFS_PDFFiles_prod/CAN_05_168_2869_O_0_1.pdf,Terrance McMichael for Education Comm.,"McMichael, Terrance",July 31st Report,2005,Original
campaign,7,/pdf_files/EFS_generated/CAN_05_168_2873_A_1_1.pdf,Mendelson for Council 2006,"Mendelson, Phil",July 31st Report,2005,Amendment 1
campaign,7,/scan_image/EFS_PDFFiles_prod/CAN_05_168_2873_O_0_1.pdf,Mendelson for Council 2006,"Mendelson, Phil",July 31st Report,2005,Original
campaign,8,/scan_image/EFS_PDFFiles_prod/CAN_05_168_2826_O_0_1.pdf,2006 Orange for Mayor,"Orange, Vincent",July 31st Report,2005,Original
campaign,8,/scan_image/EFS_PDFFiles_prod/CAN_05_168_2813_O_0_1.pdf,Perry for Council Committee,"Perry, Keith",July 31st Report,2005,Original
campaign,8,/pdf_files/EFS_generated/CAN_05_168_2813_A_1_1.pdf,Perry for Council Committee,"Perry, Keith",July 31st Report,2005,Amendment 1
campaign,8,/scan_image/EFS_PDFFiles_prod/CAN_05_160_2427_O_0_1.pdf,Mai for DC School Board,"Rahman, Mai Abdul",January 31st Report,2005,Original
campaign,8,/pdf_files/EFS_generated/CAN_05_160_2530_O_0_1.pdf,Committee to Elect Victor Reinoso,"Reinoso, Victor",January 31st Report,2005,Original
campaign,8,/scan_image/EFS_PDFFiles_prod/CAN_05_182_2530_O_0_1.pdf,Committee to Elect Victor Reinoso,"Reinoso, Victor",Termination Report,2005,Original
campaign,8,/scan_image/EFS_PDFFiles_prod/CAN_05_182_2426_O_0_1.pdf,Committee to Elect Laurent Ross,"Ross, Laurent",Termination Report,2005,Original
campaign,8,/pdf_files/EFS_generated/PCC_05_160_2372_A_1_1.pdf,Committee to Re-Elect Carol Schwartz,"Schwartz, Carol",January 31st Report,2005,Amendment 1
campaign,8,/pdf_files/EFS_generated/PCC_05_168_2372_A_1_1.pdf,Committee to Re-Elect Carol Schwartz,"Schwartz, Carol",July 31st Report,2005,Amendment 1
campaign,8,/scan_image/EFS_PDFFiles_prod/CAN_05_168_2372_O_0_1.pdf,Committee to Re-Elect Carol Schwartz,"Schwartz, Carol",July 31st Report,2005,Original
campaign,9,/scan_image/EFS_PDFFiles_prod/CAN_05_160_2372_O_0_1.pdf,Committee to Re-Elect Carol Schwartz,"Schwartz, Carol",January 31st Report,2005,Original
campaign,9,/pdf_files/EFS_generated/CAN_05_160_2517_O_0_1.pdf,Campaign to Elect Jeff Smith,"Smith, Jeff",January 31st Report,2005,Original
campaign,9,/scan_image/EFS_PDFFiles_prod/CAN_05_168_2517_O_0_1.pdf,Campaign to Elect Jeff Smith,"Smith, Jeff",July 31st Report,2005,Original
campaign,9,/pdf_files/EFS_generated/CAN_05_168_2517_A_1_1.pdf,Campaign to Elect Jeff Smith,"Smith, Jeff",July 31st Report,2005,Amendment 1
campaign,9,/scan_image/EFS_PDFFiles_prod/CAN_05_168_9_O_0_1.pdf,Committee to Re-Elect U.S. Senator Strauss,"Strauss, Paul",July 31st Report,2005,Original
campaign,9,/scan_image/EFS_PDFFiles_prod/CAN_05_160_9_O_0_1.pdf,Committee to Re-Elect U.S. Senator Strauss,"Strauss, Paul",January 31st Report,2005,Original
campaign,9,/scan_image/EFS_PDFFiles_prod/CAN_05_160_40_O_0_1.pdf,STRAUSS DEMS 2000,"Strauss, Paul",January 31st Report,2005,Original
campaign,9,/scan_image/EFS_PDFFiles_prod/CAN_05_168_40_O_0_1.pdf,STRAUSS DEMS 2000,"Strauss, Paul",July 31st Report,2005,Original
campaign,9,/scan_image/EFS_PDFFiles_prod/CAN_05_160_37_O_0_1.pdf,Committee to Elect Harry L. Thomas,"Thomas, Harry",January 31st Report,2005,Original
campaign,9,/scan_image/EFS_PDFFiles_prod/CAN_05_168_37_O_0_1.pdf,Committee to Elect Harry L. Thomas,"Thomas, Harry",July 31st Report,2005,Original
campaign,10,/scan_image/EFS_PDFFiles_prod/CAN_05_182_2331_O_0_1.pdf,Tolson for City Council,"Tolson, Jerod",Termination Report,2005,Original
campaign,10,/scan_image/EFS_PDFFiles_prod/CAN_05_160_34_O_0_1.pdf,Committee to Re-elect Tony Williams,"Williams, Anthony",January 31st Report,2005,Original
campaign,10,/scan_image/EFS_PDFFiles_prod/CAN_05_168_34_O_0_1.pdf,Committee to Re-Elect Tony Williams,"Williams, Anthony",July 31st Report,2005,Original
campaign,1,/pdf_files/EFS_generated/PCC_06_160_2260_O_0_1.pdf,Committee to Re-Elect Sandy Allen 04,"Allen, Sandra",January 31st Report,2006,Original
campaign,1,/pdf_files/EFS_generated/PCC_06_168_2260_O_0_1.pdf,Committee to Re-Elect Sandy Allen 04,"Allen, Sandra",July 31st Report,2006,Original
campaign,1,/pdf_files/EFS_generated/PCC_06_179_3185_O_0_1.pdf,Baldi for DC Schools,"Baldi, Stephane",8 Day Pre General Election Report,2006,Original
campaign,1,/pdf_files/EFS_generated/PCC_06_170_3185_O_0_1.pdf,Baldi for DC Schools,"Baldi, Stephane",August 10th Report,2006,Original
campaign,1,/pdf_files/EFS_generated/PCC_06_166_3185_O_0_1.pdf,Baldi for DC Schools,"Baldi, Stephane",June 10th Report,2006,Original
campaign,1,/pdf_files/EFS_generated/PCC_06_182_3185_O_0_1.pdf,Baldi for DC Schools,"Baldi, Stephane",Termination Report,2006,Original
campaign,1,/pdf_files/EFS_generated/PCC_06_173_3185_O_0_1.pdf,Baldi for DC Schools,"Baldi, Stephane",October 10th Report,2006,Original
campaign,1,/pdf_files/EFS_generated/PCC_06_182_44_O_0_1.pdf,"Committee to Elect Charles ""Chuck"" Ballard City Co","Ballard, Charles",Termination Report,2006,Original
campaign,1,/scan_image/EFS_PDFFiles_prod/CAN_06_247_3294_A_1_1.pdf,Bobb for School Board President,"Bobb, Robert",24 Hour Report (General),2006,Amendment 1
